post_uri,reply_uri,reply_author,reply_text,reply_createdAt
at://did:plc:vy7zsflpt7s7fgjkrxsnaxky/app.bsky.feed.post/3lg7mfwfmjc2d,at://did:plc:g2c2kd57bnfkmnpyuqyqruq7/app.bsky.feed.post/3lg7vn43hgc2q,did:plc:g2c2kd57bnfkmnpyuqyqruq7,Oh yes. There is a special place in hell for Jill Fucking Stein.,2025-01-21T03:23:21.286Z
at://did:plc:vy7zsflpt7s7fgjkrxsnaxky/app.bsky.feed.post/3lg7mfwfmjc2d,at://did:plc:6xfgsdp5oi6egdgdxgcjshou/app.bsky.feed.post/3lgaalhmqmc2r,did:plc:6xfgsdp5oi6egdgdxgcjshou,I’m gonna cheer just as much at her demise as I will for his,2025-01-21T06:39:17.438Z
at://did:plc:nyjczecuu5bntqrzao2e2z3o/app.bsky.feed.post/3lg7ljhot6k25,at://did:plc:qlr6qo2rzlp4srlk4blgmb6h/app.bsky.feed.post/3lg7m6hnzps2a,did:plc:qlr6qo2rzlp4srlk4blgmb6h,"Still going on with this misinformation because she was once seated at a table with him, this is pathetic.",2025-01-21T00:34:06.436Z
at://did:plc:hyogcwivc5r3leatz44cueyf/app.bsky.feed.post/3lg7js633c227,at://did:plc:suwsq6dpxrc3aemjpv2hhfch/app.bsky.feed.post/3lg7z7jn63k2n,did:plc:suwsq6dpxrc3aemjpv2hhfch,Visiting Vlad,2025-01-21T04:27:20.703Z
at://did:plc:tdi5hsgcoipyzvav4uprktqs/app.bsky.feed.post/3lg7jphu55s23,at://did:plc:wze5lsv36y3267yarxcukkdv/app.bsky.feed.post/3lg7junjvfs2w,did:plc:wze5lsv36y3267yarxcukkdv,"That's very open-minded of you, well done",2025-01-20T23:52:49.564Z
at://did:plc:e2joh6z23hy5fl6hmauf2itn/app.bsky.feed.post/3lg7j2xp3v226,at://did:plc:qlr6qo2rzlp4srlk4blgmb6h/app.bsky.feed.post/3lg7j6jhd6s2a,did:plc:qlr6qo2rzlp4srlk4blgmb6h,"Muslim’s did, Democrats have been telling people voting third party is a wasted vote for years",2025-01-20T23:40:27.082Z
at://did:plc:qlr6qo2rzlp4srlk4blgmb6h/app.bsky.feed.post/3lg7gybrj7k2c,at://did:plc:nyjczecuu5bntqrzao2e2z3o/app.bsky.feed.post/3lg7ljhot6k25,did:plc:nyjczecuu5bntqrzao2e2z3o,Voting for Jill stein who is clearly in Putin’s pocket. Putin who is currently attempting his own version of genocide against Ukraine… lol ok.,2025-01-21T00:22:21.819Z
at://did:plc:bwmbjerfoeppejtmmvxnqeqc/app.bsky.feed.post/3lg7g7t5f4223,at://did:plc:43gg7g4kqhvwqr3orzgjhmty/app.bsky.feed.post/3lg7gixiv3c2i,did:plc:43gg7g4kqhvwqr3orzgjhmty,"Jill Stein ... an ""MD"" who thinks vaccines are bad. 'Nuff said.",2025-01-20T22:52:36.138Z
at://did:plc:kfv4qtgnnctntjt6ricxiut5/app.bsky.feed.post/3lg7fxljcys2w,at://did:plc:yt2bgw3i7ig7g66dkkd5csu6/app.bsky.feed.post/3lg7gedztcs2v,did:plc:yt2bgw3i7ig7g66dkkd5csu6,"I already started my ""are you happy with your vote"" posts.",2025-01-20T22:50:01.501Z
at://did:plc:kfv4qtgnnctntjt6ricxiut5/app.bsky.feed.post/3lg7fxljcys2w,at://did:plc:xygblhonazamomjkwhp2j5r6/app.bsky.feed.post/3lg7vybmkns22,did:plc:xygblhonazamomjkwhp2j5r6,"My sister and her husband voted for her. I despise them both. My nephew wants to work with Leon in DOGE. I let him know if he did, I would immediately disown him. I would block him. Would be easy to do since he hasn't given me, his only auntie, his new address in S. Padre. He works at SpaceX.",2025-01-21T03:29:36.179Z
at://did:plc:kfv4qtgnnctntjt6ricxiut5/app.bsky.feed.post/3lg7fxljcys2w,at://did:plc:xxo2djr3x5ldaorwnslglrpx/app.bsky.feed.post/3lgayfxqffs2s,did:plc:xxo2djr3x5ldaorwnslglrpx,They are.,2025-01-21T13:45:42.811Z
at://did:plc:kfv4qtgnnctntjt6ricxiut5/app.bsky.feed.post/3lg7fxljcys2w,at://did:plc:sat6umexl24bjdrghidilrzx/app.bsky.feed.post/3lg7g2lusus2p,did:plc:sat6umexl24bjdrghidilrzx,,2025-01-20T22:44:34.182Z
at://did:plc:kfv4qtgnnctntjt6ricxiut5/app.bsky.feed.post/3lg7fxljcys2w,at://did:plc:ngk6woixf45kjcrd2svk3pmz/app.bsky.feed.post/3lgaitdncgs27,did:plc:ngk6woixf45kjcrd2svk3pmz,YES,2025-01-21T09:06:51.632Z
at://did:plc:kfv4qtgnnctntjt6ricxiut5/app.bsky.feed.post/3lg7fxljcys2w,at://did:plc:klyuuqm4nis7rjldrp7qlfnc/app.bsky.feed.post/3lgayh4tcu22c,did:plc:klyuuqm4nis7rjldrp7qlfnc,"No, the lazy ass sofa dem non-voters are the absolute worst. More people couldn't be bothered to vote than voted for either party.",2025-01-21T13:46:21.704Z
at://did:plc:kfv4qtgnnctntjt6ricxiut5/app.bsky.feed.post/3lg7fxljcys2w,at://did:plc:hes7qmqsxebul32jq7zzsf3q/app.bsky.feed.post/3lgajay5sms2c,did:plc:hes7qmqsxebul32jq7zzsf3q,Stole our freedom,2025-01-21T09:14:29.352Z
at://did:plc:kfv4qtgnnctntjt6ricxiut5/app.bsky.feed.post/3lg7fxljcys2w,at://did:plc:7plioalwnyjxjm3wfzbs3s3b/app.bsky.feed.post/3lgayge7zik2x,did:plc:7plioalwnyjxjm3wfzbs3s3b,Yes.,2025-01-21T13:45:55.907Z
at://did:plc:kfv4qtgnnctntjt6ricxiut5/app.bsky.feed.post/3lg7fxljcys2w,at://did:plc:3yznbxtrdkjbqqofgdgnzmen/app.bsky.feed.post/3lgath47i7c2f,did:plc:3yznbxtrdkjbqqofgdgnzmen,Yes all 3rd party voters including those who voted for chase Oliver and other third party like cornel west! They are all trash. Let them reap what they have sown,2025-01-21T12:16:52.345Z
at://did:plc:ysrizscydddkw42vtrwjaewz/app.bsky.feed.post/3lg7f3mccvk2p,at://did:plc:ytg7yzr6qermm6xftnatf3vz/app.bsky.feed.post/3lg7h7uvdcs2p,did:plc:ytg7yzr6qermm6xftnatf3vz,So then you missed the part where the Green parties from every country in Europe wrote an open letter to her on Nov. 1 asking her to please STFU?,2025-01-20T23:05:25.152Z
at://did:plc:qwrybaw4chtsx2pbtk5cxfiy/app.bsky.feed.post/3lg7ehup25s2n,at://did:plc:qwrybaw4chtsx2pbtk5cxfiy/app.bsky.feed.post/3lg7ehup3522n,did:plc:qwrybaw4chtsx2pbtk5cxfiy,So here we are; anything but unified on how those who opposed it are going to brace for a minimum of another four years of trump. I promise that this go-round will be much worse. Things will be much more deliberate. The stage has been set and the actors are warmed up and have their lines. 10/,2025-01-20T22:16:12.136Z
at://did:plc:oeq2abni3k7g6lhctu5pl34b/app.bsky.feed.post/3lg7d74iaic2x,at://did:plc:jwdrg5hjhhsvextklaubghns/app.bsky.feed.post/3lg7demrhzc2h,did:plc:jwdrg5hjhhsvextklaubghns,Imagine wasting your vote on a Putin puppet while trying to stick it to the man 😭,2025-01-20T21:56:29.442Z
at://did:plc:p2nyxt3fgcmdtvj7x7h46e67/app.bsky.feed.post/3lg7co2uogk2f,at://did:plc:ymizqhmyyupt2sfa2tghpyy5/app.bsky.feed.post/3lg7gn6rdt22e,did:plc:ymizqhmyyupt2sfa2tghpyy5,"Harris is getting blamed for not abandoning Genocide as a policy even when begged repeatedly to do so and it was made plain that in so doing, she was endangering her ability to defeat Trump.

Her call.
www.commondreams.org/news/harris-...",2025-01-20T22:54:57.973Z
at://did:plc:p2nyxt3fgcmdtvj7x7h46e67/app.bsky.feed.post/3lg7cihw2i22f,at://did:plc:ymizqhmyyupt2sfa2tghpyy5/app.bsky.feed.post/3lg7gk6mqnk2e,did:plc:ymizqhmyyupt2sfa2tghpyy5,"If people keep subscribing to the duopoly as the only viable candidates, then the duopoly will be the only viable candidates.

It is a self-perpetuating spiral to the bottom.",2025-01-20T22:53:17.159Z
at://did:plc:ymizqhmyyupt2sfa2tghpyy5/app.bsky.feed.post/3lg7cagbt2c2d,at://did:plc:p2nyxt3fgcmdtvj7x7h46e67/app.bsky.feed.post/3lg7cihw2i22f,did:plc:p2nyxt3fgcmdtvj7x7h46e67,"How many votes did Jill Stein get.
Just so I can get a feel for how close she came to defeating Trump.",2025-01-20T21:40:44.824Z
at://did:plc:gj4tvd2wquvgl4u6724erlcr/app.bsky.feed.post/3lg7asgr46k2i,at://did:plc:je2vlal4tk3l6uwsgjan727s/app.bsky.feed.post/3lg7ctkfmmk2c,did:plc:je2vlal4tk3l6uwsgjan727s,Lol,2025-01-20T21:46:56.531Z
at://did:plc:zud5bjd7z767vasv6zqbh2bz/app.bsky.feed.post/3lg7aqr76i22l,at://did:plc:wvpfabafqcyyvywnmjy3dvac/app.bsky.feed.post/3lg7k3e6ffk2m,did:plc:wvpfabafqcyyvywnmjy3dvac,And now she returns to her tomb to not wake again for another 4 years. Doing absolutely nothing for the causes that she claims to champion while she rests,2025-01-20T23:56:34.631Z
at://did:plc:jj6w6qxkctma6yiavoa5auyh/app.bsky.feed.post/3lg77wmds2c2x,at://did:plc:ywqiffybfatf4tytkb7n52y4/app.bsky.feed.post/3lg7atu2j222w,did:plc:ywqiffybfatf4tytkb7n52y4,Jill was paid well. I dunno about Cornell but may he never sleep again.,2025-01-20T21:11:19.169Z
at://did:plc:zud5bjd7z767vasv6zqbh2bz/app.bsky.feed.post/3lg77ksj7mc2l,at://did:plc:rqphb2u27zi6ophgc3wvr5zy/app.bsky.feed.post/3lg77mgkhp22b,did:plc:rqphb2u27zi6ophgc3wvr5zy,She’ll pop up again to get campaign donations during the 2028 election cycle.,2025-01-20T20:49:16.385Z
at://did:plc:zud5bjd7z767vasv6zqbh2bz/app.bsky.feed.post/3lg77ksj7mc2l,at://did:plc:mlo6mivgyutyfr44jepvkbfe/app.bsky.feed.post/3lg7a4m2dpk2h,did:plc:mlo6mivgyutyfr44jepvkbfe,Who?!,2025-01-20T20:58:19.022Z
at://did:plc:giccoo425ei2yetfpjhhd6si/app.bsky.feed.post/3lg76yggggs26,at://did:plc:3ivozkou55jul5rbkcp5v6hf/app.bsky.feed.post/3lg772fzmg22h,did:plc:3ivozkou55jul5rbkcp5v6hf,Lmao oh friend I wouldn’t even begin to know I think I remember seeing Black creators talking about it but I was completely removed from that movement immediately,2025-01-20T20:39:11.856Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:zud5bjd7z767vasv6zqbh2bz/app.bsky.feed.post/3lg77a7xyjk2l,did:plc:zud5bjd7z767vasv6zqbh2bz,Stein just crawled back into her hole..  good luck finding her.,2025-01-20T20:42:26.838Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:znx6uibfswlix4zmgavc5jvb/app.bsky.feed.post/3lga4o3i2522d,did:plc:znx6uibfswlix4zmgavc5jvb,1.6% voted for her which gave Trump the win,2025-01-21T05:29:10.397Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:z6et3sbrnstgdyksr472zl2n/app.bsky.feed.post/3lg7jedodo22g,did:plc:z6et3sbrnstgdyksr472zl2n,"What about the 88,000,000 who did't vote?",2025-01-20T23:43:42.353Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:ysrizscydddkw42vtrwjaewz/app.bsky.feed.post/3lg7f3mccvk2p,did:plc:ysrizscydddkw42vtrwjaewz,Stop blaming everyone else for the democratic partys mistakes. I'm not saying million of democrats staying home was cool but I literally haven't heard the name Jill Stein for 6 years.,2025-01-20T22:27:14.436Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:ylhoechca7mj7opcbrdk7bt7/app.bsky.feed.post/3lg7zqggqfs2e,did:plc:ylhoechca7mj7opcbrdk7bt7,"There'd be bombs falling on Gaza as we speak. But it's undeniable that even if he does an evil thing later, Trump has done one positive thing and that's get the ceasefire in place for his personal clout. That's a sad reality.

So yes, I'm fucking thrilled that Kamala and Genocide Joe lost.",2025-01-21T04:36:47.771Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:yed42fbm4ntmje7u65s6ikek/app.bsky.feed.post/3lg7opuddhc2h,did:plc:yed42fbm4ntmje7u65s6ikek,Jill Stein voters have never felt happiness.,2025-01-21T01:19:37.623Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:xyuweuqa3klssz5vsyxey67h/app.bsky.feed.post/3lg752rz2lc2z,did:plc:xyuweuqa3klssz5vsyxey67h,"I have a sense that they're never happy ever about anything. I mean, it was like, what? 1,000,000 + votes that were pissed into the wind for HER and Smackhead Wormbrain? 750k? Something like that.",2025-01-20T20:03:36.938Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:wzm6d5ebcvnhnkmrz2af4u2x/app.bsky.feed.post/3lg76f6ldic2h,did:plc:wzm6d5ebcvnhnkmrz2af4u2x,All the assholes are still happy today. Give them one month and half of them will be upset but then will do what their pastors tell them.,2025-01-20T20:27:19.406Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:wj5koqhqdfs67j5hanfxqyd3/app.bsky.feed.post/3lg7ibqdims2e,did:plc:wj5koqhqdfs67j5hanfxqyd3,That would have turned it wouldn't it.,2025-01-20T23:24:21.223Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:w2wpfzj7dffe22z4ek5zt5ub/app.bsky.feed.post/3lgava5yqm22i,did:plc:w2wpfzj7dffe22z4ek5zt5ub,And the pro-Palestinian assholes.,2025-01-21T12:48:46.824Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:w2btwsu7qf63mw25y3wmxev5/app.bsky.feed.post/3lg7crcvfxk2t,did:plc:w2btwsu7qf63mw25y3wmxev5,Yeah because it was totally their fault 15 million democrats stayed home and didn’t vote.,2025-01-20T21:45:41.551Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:vr7kagxvivpkd5uilruhbmyw/app.bsky.feed.post/3lg7rhfst6k2r,did:plc:vr7kagxvivpkd5uilruhbmyw,Why is she still a thing FFS,2025-01-21T02:08:35.195Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:vlgz64zbi765ymkcl32scnhq/app.bsky.feed.post/3lg776wcuek23,did:plc:vlgz64zbi765ymkcl32scnhq,And all the people that stayed home,2025-01-20T20:41:43.152Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:vhowvgc6h7u5q5vfeco7zwa6/app.bsky.feed.post/3lg7l256rqk26,did:plc:vhowvgc6h7u5q5vfeco7zwa6,I hope they’re miserable in perpetuity.,2025-01-21T00:13:47.491Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:v4qh64hvodtexjgznh7ujcpw/app.bsky.feed.post/3lgauzfoktk2u,did:plc:v4qh64hvodtexjgznh7ujcpw,She’s like a cicada… only worthless,2025-01-21T12:44:59.993Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:uzcyt76rcop7nf5lxvk5uxtu/app.bsky.feed.post/3lg77vjnwgc2b,did:plc:uzcyt76rcop7nf5lxvk5uxtu,And the ones that stayed home on Election Day.,2025-01-20T20:54:21.632Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:uxgj36tcv2gem7zkveve4fag/app.bsky.feed.post/3lg7alsobhs2t,did:plc:uxgj36tcv2gem7zkveve4fag,They’re smug in their perceived moral valor if not happy.,2025-01-20T21:06:49.284Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:umla65pyblyndt7jcb5dkigq/app.bsky.feed.post/3lgadcjuqt52a,did:plc:umla65pyblyndt7jcb5dkigq,"I was wondering about those too... Where are green party supporters? 

Did they achieve their goals? 

Or are they hiding in shame?",2025-01-21T07:27:59.032Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:tev2ij43ztxpjenmy3zgwufh/app.bsky.feed.post/3lgac75hhxc2i,did:plc:tev2ij43ztxpjenmy3zgwufh,"I don't think it would have mattered, to be honest. Apartheid Clyde's voting machine algorithms would have just been changed. The orange Fuhrer was getting elected no matter what they had to do. America better wake up and fast!",2025-01-21T07:08:11.608Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:sp5ndxed7mf3vlie3rneslyf/app.bsky.feed.post/3lgasyyzwas2e,did:plc:sp5ndxed7mf3vlie3rneslyf,And the 15 million who voted for Biden last time who couldn’t vote for a black woman!,2025-01-21T12:08:59.255Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:sk65mjeu5p7ljis2rvf7l2wo/app.bsky.feed.post/3lg7ziu5dz22h,did:plc:sk65mjeu5p7ljis2rvf7l2wo,"How about the misogynist and racist assholes?
I’m hoping they’re happy as well",2025-01-21T04:32:33.708Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:s7hfj3wmxomenwe5crycjkpd/app.bsky.feed.post/3lg7fhit35k2v,did:plc:s7hfj3wmxomenwe5crycjkpd,Or the ones that refused to vote..,2025-01-20T22:33:53.447Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:rnt6746s6eme4pajoxtzynxz/app.bsky.feed.post/3lg76hmbsuk2s,did:plc:rnt6746s6eme4pajoxtzynxz,I hope their absolute hypocrisy chokes them so badly they don’t remember what oxygen tastes like.,2025-01-20T20:28:40.882Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:rmvq3hqw4trwrbiosep5wl3z/app.bsky.feed.post/3lgamidkxos2a,did:plc:rmvq3hqw4trwrbiosep5wl3z,"Lost two friends who voted Green Party, who then turned around and verbally attacked me when I objected to this. So yeah. Fuck those guys.",2025-01-21T10:12:17.423Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:rk74duk42tiljbpmcvn2nrzd/app.bsky.feed.post/3lg75sc4nn62u,did:plc:rk74duk42tiljbpmcvn2nrzd,"Its worse than that. 

Millions stayed home THIS YEAR.  Millions.

Makes me ill.",2025-01-20T20:16:45.054Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:rizfqgscgqy7wkwu7izkwkgx/app.bsky.feed.post/3lgawtczqw22v,did:plc:rizfqgscgqy7wkwu7izkwkgx,Don't get me started on these stupid motherfuckers. Stein is grifter & putin's tool. What did protest vote get you? fuck all these assholes.,2025-01-21T13:17:23.376Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:re5y4bohrmjog2ebcnblxyte/app.bsky.feed.post/3lg7ordtqrk2j,did:plc:re5y4bohrmjog2ebcnblxyte,"I don’t think they made any difference! Musk made a deal with Trump and promised he’d get the win in return for who knows what favors in return.

Did you notice just before the #Election Trump was dancing like an idiot at a rally without a care in the world #rigged",2025-01-21T01:20:27.446Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:qmpuqg34iwnivs3qrskwzbtm/app.bsky.feed.post/3lg7ghrau522i,did:plc:qmpuqg34iwnivs3qrskwzbtm,I tried to warn about her she did the same thing to Hillary then went and sat at the same table with Flynn in Russia.,2025-01-20T22:51:56.029Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:pntzfzkdg7yvxsgq6djgrnt7/app.bsky.feed.post/3lg7qao5k6s2l,did:plc:pntzfzkdg7yvxsgq6djgrnt7,"She is, she’s been happy since attending Putin’s dinner in Moscow.",2025-01-21T01:46:55.312Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:pm273gdj5wvsdweecbkow7a4/app.bsky.feed.post/3lg7hjagjus2i,did:plc:pm273gdj5wvsdweecbkow7a4,I hope all the people who didn't vote for Kamala for whatever asinine reason are happy. They fucked the country so hard.,2025-01-20T23:10:39.238Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:plvk3tdyt573xsohuzeng6jh/app.bsky.feed.post/3lg7px6ng422y,did:plc:plvk3tdyt573xsohuzeng6jh,"They're ecstatic because they wanted everything burned down instead of working with a candidate they thought wasn't the ""perfect"" one",2025-01-21T01:41:37.065Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:pem4eajqi3xasqwtstb6esa5/app.bsky.feed.post/3lg7hxjs5ps2c,did:plc:pem4eajqi3xasqwtstb6esa5,"Yes, and the 10 million or so “liberals” who failed to vote because they couldn’t stand the thought of a Black woman being their leader!",2025-01-20T23:18:38.820Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:oukj7tujvkrokflqzvwjfzhx/app.bsky.feed.post/3lg7q2mkrrc2m,did:plc:oukj7tujvkrokflqzvwjfzhx,I bet the ‘I didn’t vote for Kamala’s genocide’ pro palestine crowd are happy today,2025-01-21T01:43:32.319Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:ot4j7qllm63k5dziffbhuzoa/app.bsky.feed.post/3lgacvwhjys2x,did:plc:ot4j7qllm63k5dziffbhuzoa,And the assholes that didn't vote.,2025-01-21T07:20:56.024Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:os3dt3czvqi5ji4yy5zkgjrm/app.bsky.feed.post/3lga2l24jis2o,did:plc:os3dt3czvqi5ji4yy5zkgjrm,Trump also just lifted sanctions against the West Bank occupiers who have been attacking Palestinians and stealing their land.,2025-01-21T04:51:40.819Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:oksm7hdockxtxc4yuk7igjgs/app.bsky.feed.post/3lg7inrbbl22m,did:plc:oksm7hdockxtxc4yuk7igjgs,No shit. Won’t they continue to be happy with a scorched earth.,2025-01-20T23:31:04.852Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:o5umfnm3guiicqq5imolcyvn/app.bsky.feed.post/3lga4dgc7222q,did:plc:o5umfnm3guiicqq5imolcyvn,Surely you should be blaming the people who voted for Trump? Not the people who didn't vote for him.,2025-01-21T05:23:12.641Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:nwwssswgav5amlweqozmmd4q/app.bsky.feed.post/3lg753ysi622y,did:plc:nwwssswgav5amlweqozmmd4q,"Ok but Gaza you see
If you want to bake their brains ask them to consider if a ceasefire would have been agreed to sooner if Biden won, it's a known fact Netanyahu delayed accepting any ceasefire to help Trump and if Trump lost Netanyahu would have likely dropped that favor",2025-01-20T20:04:17.614Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:nw4u5cgt7xtefdlfolxw2p5t/app.bsky.feed.post/3lg7mzxfldc2m,did:plc:nw4u5cgt7xtefdlfolxw2p5t,And where is Stein now? Always goes back into her cave.,2025-01-21T00:49:28.900Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:npfz4v45tua43ksflxpi6ovv/app.bsky.feed.post/3lg7hzq2lw22g,did:plc:npfz4v45tua43ksflxpi6ovv,"I'm sure they are out there doing what they always do. Making up stupid conspiracy theories, blaming everyone else, and never, ever looking in a mirror",2025-01-20T23:19:52.497Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:no354cda4xigst7hpxcn57yf/app.bsky.feed.post/3lga5rja7xc2b,did:plc:no354cda4xigst7hpxcn57yf,🎯,2025-01-21T05:48:59.226Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:nnisgjn6h2ry3zywoqtg2pl6/app.bsky.feed.post/3lg7byl5wmc2o,did:plc:nnisgjn6h2ry3zywoqtg2pl6,Fuck every last one of those Vlad-suckers.,2025-01-20T21:31:51.357Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:mlthzzcp2i4slffudemplpue/app.bsky.feed.post/3lgavbwar6s2h,did:plc:mlthzzcp2i4slffudemplpue,"Oh, they'll be back in 2027 when she reappears again like a political cicada to run for office.",2025-01-21T12:49:45.795Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:mla33wysjvbmcwi4h4yqlhgo/app.bsky.feed.post/3lg7odkopns2c,did:plc:mla33wysjvbmcwi4h4yqlhgo,"don't forget those Gaza cunts too.

oh and those Jews who ignored the signs
and the Muslims who also played with the leopards.

Fuck all of those traitors.",2025-01-21T01:12:44.860Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:mht2n7vmom6xuyelxgu7uxu2/app.bsky.feed.post/3lga32zaoxk2y,did:plc:mht2n7vmom6xuyelxgu7uxu2,Pleased with themselves no doubt,2025-01-21T05:00:36.783Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:mh5qwlpl2xhdjwxdw74tupr4/app.bsky.feed.post/3lg7vq3iwec2x,did:plc:mh5qwlpl2xhdjwxdw74tupr4,"We had them here in Humboldt Co. Ca, at our Dem Rep's office. Both immigration raids and cutting off funding to Israel.",2025-01-21T03:25:01.341Z
at://did:plc:yndpz2gilvi3cmylsmzrfhng/app.bsky.feed.post/3lg74uo3nic2h,at://did:plc:mggnos4l2y4ml6llitr6n7bx/app.bsky.feed.post/3lg7trv2bts2h,did:plc:mggnos4l2y4ml6llitr6n7bx,And all the Democrats who didn’t bother to vote.,2025-01-21T02:50:14.196Z
